1|400|0|0|1332|0
2|15262|1890|1000|1980|5100
3|10606|5100|0|2950|1100
4|3100|300|0|0|100
5|3|800|0|0|1
6|200|0|200|300|500
7|9500|100|0|0|0
8|6883|336|2421|1294|1336
9|||||
20|0|0|0|0|0
21|0|0|0|0|0
22|0|80|0|0|0
23|0|0|0|0|0
24|0|104|0|0|0
25|0|0|0|0|0
30|0|157|1050|5|2800
31|9300|195|302|224|602
32|0|100|0|0|126
33|4600|300|0|0|2450
34|1106|0|0|0|100
35|1544|369|0|0|100
40|0|100|385|1950|2416
80|0|0|0|0|0
81|0|0|0|0|0
82|0|0|0|0|0
83|190|0|0|0|0
84|0|0|0|0|0
85|0|0|0|0|0
86|||||
87|0|0|0|0|0
88|||||
1001|0|0|0|0|0
1002|||||
1003|||||
1004|0|0|0|0|0
1005|||||
1006|0|0|0|0|0
1007|||||
1008|0|0|0|0|0
2001|0|0|0|0|0
2002|0|0|0|0|0
2003|750|0|0|0|0
2101|0|0|0|0|0
2102|0|0|0|0|0
2103|2000|0|0|0|0
2201|0|0|0|0|0
2202|0|0|0|0|0
2203|0|0|0|0|0
2301|0|0|0|0|0
2302|0|0|0|0|0
2303|0|0|0|0|0
3001|0|0|0|0|0
3002|0|0|0|0|0
3003|0|0|0|0|0
3004|0|0|0|0|0
4001|0|0|0|0|0
4002|0|0|0|0|0
4003|0|0|0|0|0
4004|0|0|0|0|0
5001|0|0|0|0|0
5002|0|0|0|0|0
5003|0|0|0|0|0
5004|0|0|0|0|0
6001|0|0|0|0|0
6101|0|0|0|0|0
6102|0|0|0|0|0
6103|20|0|0|1|0
6104|5|0|0|5|5
6201|0|0|0|0|0
6202|0|0|0|0|0
6203|0|0|0|0|0
6204|0|0|0|0|0
6301|0|4|0|0|0
6302|0|0|0|0|0
6303|24|0|0|0|0
6304|0|0|0|0|8
6401|0|0|0|0|0
6402|0|0|0|0|0
6403|0|0|0|0|0
6404|0|0|0|0|0
6501|0|0|0|0|0
6502|0|0|0|0|0
6503|0|0|0|0|0
6504|0|0|0|0|0
7001|0|0|0|0|0
7002|0|0|0|0|0
7003|0|0|0|0|0
7004|0|0|0|0|0
8001|0|0|0|0|0
8002|0|0|0|0|0
8003|0|0|0|0|0
8004|0|0|0|0|0
10001|0|0|0|0|0
10002|0|0|0|0|0
10003|0|0|0|0|0
10004|0|0|0|0|0
11001|28|1|2|0|0
1102|0|0|0|0|0
1103|195|0|0|0|0
1104|209|0|0|10|0
3102|0|0|0|0|0
3103|18|0|0|0|0
3104|24|0|0|0|0
4102|0|0|0|0|0
4103|67|0|2|0|0
4104|0|0|0|0|0
5102|26|0|0|0|1
5103|0|0|3|0|6
5104|27|0|0|0|0
6601|0|0|0|0|0
6602|0|0|0|0|0
6603|0|0|0|0|0
6604|0|0|0|0|0
7102|15|0|0|0|0
7103|38|1|0|0|0
7104|37|0|1|0|0
8102|0|0|0|0|0
8103|0|0|70|0|0
8104|181|0|392|0|0
9000|0|0|0|0|0
9001|0|0|0|0|0
9002|0|0|0|1|0
9003|0|0|0|0|0
9004|0|0|0|0|0
9007|0|0|0|0|0
11002|0|2|0|0|1
9005|0|0|0|0|0
9008|25|0|0|0|0
10|0|0|0|0|0
